token	lemma	pos	Gend
multi	multi	NOM	_
domum	domus	NOM	_
discesserunt	discedo	VER	_
multi	multi	NOM	_
relicti	relinquo	VER	Masc
in	in	PRE	_
continenti	continens	NOM	_

omnes	omnis	PROind	MascFem
amici	amicus	NOM	_
consulum	consul	NOM	_
necessarii	necessarius	NOM	_
Pompei	pompeius	NOM	_
atque	atque	CONcoo	_
ii	is	PROdem	Masc
qui	qui	PROrel	Masc
ueteres	uetus	ADJqua	MascFem
inimicitias	inimicitia	NOM	_
cum	cum	PRE	_
Caesare	caesar	NOM	_
gerebant	gero	VER	_
in	in	PRE	_
senatum	senatus	NOM	_
coguntur	cogo	VER	_

simul	simul	ADV	_
ipse	ipse	PROdem	Masc
Cordubae	corduba	NOM	_
conuentus	conuentus	NOM	_
per	per	PRE	_
se	sui	PROref	_
portas	porta	NOM	_
Varroni	uarro	NOM	_
clausit	claudo	VER	_
custodias	custodia	NOM	_
uigilias	uigilia	NOM	_
-que	que	CONcoo	_
in	in	PRE	_
turribus	turris	NOM	_
muro	murus	NOM	_
-que	que	CONcoo	_
disposuit	dispono	VER	_
cohortis	cohors	NOM	_
duas	duo	ADJcar	Fem
quae	qui	PROrel	Fem
colonicae	colonicus	ADJqua	Fem
appellabantur	appello	VER	_
cum	cum	CONsub	_
eo	eo	ADV	_
casu	casus	NOM	_
uenissent	uenio	VER	_
tuendi	tueor	VER	MascNeut
oppidi	oppidum	NOM	_
causa	causa	NOM	_
apud	apud	PRE	_
se	sui	PROref	_
retinuit	retineo	VER	_

nihil	nihil	PROind	_
horum	hic	PROdem	MascNeut
ad	ad	PRE	_
pacandas	paco	VER	Fem
Hispanias	hispania	NOM	_
nihil	nihil	PROind	_
ad	ad	PRE	_
usum	usus	NOM	_
prouinciae	prouincia	NOM	_
prouisum	prouideo	VER	MascNeut
quae	qui	PROrel	Fem
propter	propter	PRE	_
diuturnitatem	diuturnitas	NOM	_
pacis	pax	NOM	_
nullum	nullus	PROind	MascNeut
auxilium	auxilium	NOM	_
desiderarit	desidero	VER	_

Fabius	fabius	NOM	_
finitimarum	finitimus	ADJqua	Fem
ciuitatum	ciuitas	NOM	_
animos	animus	NOM	_
litteris	littera	NOM	_
nuntiis	nuntius	NOM	_
-que	que	CONcoo	_
temptabat	tento	VER	_

producitur	produco	VER	_
tamen	tamen	ADV	_
res	res	NOM	_
acies	acies	NOM	_
-que	que	CONcoo	_
ad	ad	PRE	_
solis	sol	NOM	_
occasum	occasus	NOM	_
continentur	contineo	VER	_
inde	inde	ADV	_
utrique	uterque	PROind	Masc
in	in	PRE	_
castra	castra	NOM	_
discedunt	discedo	VER	_

quibus	qui	PROrel	Com
illi	ille	PROdem	Masc
rebus	res	NOM	_
permoti	permoueo	VER	Masc
uniuersi	uniuersus	ADJqua	Masc
Caesarem	caesar	NOM	_
adierunt	adeo	VER	_
palam	palam	ADV	_
-que	que	CONcoo	_
de	de	PRE	_
eorum	is	PROdem	MascNeut
iniuriis	iniuria	NOM	_
questi	queror	VER	Masc
et	et	CONcoo	_
ad	ad	PRE	_
cetera	cetera	NOM	_
addiderunt	addo	VER	_
falsum	falsus	ADJqua	MascNeut
ab	ab	PRE	_
iis	is	PROdem	Com
equitum	eques	NOM	_
numerum	numerus	NOM	_
deferri	defero	VER	_
quorum	qui	PROrel	MascNeut
stipendium	stipendium	NOM	_
auerterent	auerto	VER	_

cum	cum	CONsub	_
resisteret	resisto	VER	_
Seruilius	seruilius	NOM	_
consul	consul	NOM	_
reliqui	reliquus	ADJqua	Masc
-que	que	CONcoo	_
magistratus	magistratus	NOM	_
et	et	CONcoo	_
minus	paruus	ADJqua	Neut
opinione	opinio	NOM	_
sua	suus	PROpos.ref	Fem
efficeret	efficio	VER	_
ad	ad	PRE	_
hominum	homo	NOM	_
excitanda	excito	VER	Neut
studia	studium	NOM	_
sublata	tollo	VER	Fem
priore	prior	ADJord	Com
lege	lex	NOM	_
duas	duo	ADJcar	Fem
promulgauit	promulgo	VER	_
unam	unus	ADJcar	Fem
qua	qui	PROrel	Fem
mercedes	merces	NOM	_
habitationum	habitatio	NOM	_
annuas	annuus	ADJqua	Fem
conductoribus	conductor	NOM	_
donauit	dono	VER	_
aliam	alius	PROind	Fem
tabularum	tabula	NOM	_
nouarum	nouus	ADJqua	Fem
impetu	impetus	NOM	_
-que	que	CONcoo	_
multitudinis	multitudo	NOM	_
in	in	PRE	_
100	100	NOM	_
Trebonium	trebonius	NOM	_
facto	facio	VER	MascNeut
et	et	CONcoo	_
nonnullis	nonnullus	PROind	Com
uulneratis	uulnero	VER	Com
eum	is	PROdem	Masc
de	de	PRE	_
tribunali	tribunal	NOM	_
deturbauit	deturbo	VER	_

quorum	qui	PROrel	MascNeut
oratione	oratio	NOM	_
permotus	permoueo	VER	Masc
Varus	uarus	NOM	_
praesidium	praesidium	NOM	_
quod	qui	PROrel	Neut
introduxerat	introduco	VER	_
ex	ex	PRE	_
oppido	oppidum	NOM	_
educit	educo	VER	_
ac	ac	CONcoo	_
profugit	profugio	VER	_

milites	miles	NOM	_
in	in	PRE	_
itinere	iter	NOM	_
ab	ab	PRE	_
eo	is	PROdem	MascNeut
discedunt	discedo	VER	_
ac	ac	CONcoo	_
domum	domus	NOM	_
reuertuntur	reuertor	VER	_

haec	hic	PROdem	Neut
atque	atque	CONcoo	_
eiusdem	idem	PROdem	Com
generis	genus	NOM	_
complura	complures	ADJqua	Neut
ut	ut	ADVrel	_
ab	ab	PRE	_
hominibus	homo	NOM	_
doctis	doctus	ADJqua	Com
magna	magnus	ADJqua	Fem
cum	cum	PRE	_
misericordia	misericordia	NOM	_
fletu	fletus	NOM	_
-que	que	CONcoo	_
pronuntiantur	pronuntio	VER	_

nostris	nostri	PROpos	Com
inprouisus	improuisus	ADJqua	Masc
Pompeiani	pompeianus	ADJqua	MascNeut
exercitus	exercitus	NOM	_
aduentus	aduentus	NOM	_
extitit	exsisto	VER	_

itaque	itaque	CONcoo	_
aes	aes	NOM	_
alienum	alienus	ADJqua	Neut
prouinciae	prouincia	NOM	_
eo	is	PROdem	MascNeut
biennio	biennium	NOM	_
multiplicatum	multiplico	VER	Neut

at	at	CONcoo	_
Pompeius	pompeius	NOM	_
cognitis	cognosco	VER	Com
his	hic	PROdem	Com
rebus	res	NOM	_
quae	qui	PROrel	Fem
Orici	oricum	NOM	_
atque	atque	CONcoo	_
Apolloniae	apollonia	NOM	_
gestae	gero	VER	Fem
Dyrrachio	dyrrachium	NOM	_
timens	timeo	VER	Com
diurnis	diurnus	ADJqua	Com
eo	eo	ADV	_
nocturnis	nocturnus	ADJqua	Com
-que	que	CONcoo	_
itineribus	iter	NOM	_
contendit	contendo	VER	_

milites	miles	NOM	_
imperat	impero	VER	_
mittunt	mitto	VER	_

fit	fio	VER	_
in	in	PRE	_
hostis	hostis	NOM	_
impetus	impetus	NOM	_
eorum	is	PROdem	MascNeut
sed	sed	CONcoo	_
de	de	PRE	_
muro	murus	NOM	_
sagittis	sagitta	NOM	_
tormentis	tormentum	NOM	_
-que	que	CONcoo	_
fugientes	fugio	VER	MascFem
persequi	persequor	VER	_
prohibentur	prohibeo	VER	_

Pompeius	pompeius	NOM	_
annuum	annuus	ADJqua	MascNeut
spatium	spatium	NOM	_
ad	ad	PRE	_
conparandas	comparo	VER	Fem
copias	copia	NOM	_
nactus	nanciscor	VER	Masc
quod	quod	CONsub	_
uacuum	uacuus	ADJqua	Neut
a	ab	PRE	_
bello	bellum	NOM	_
atque	atque	CONcoo	_
ab	ab	PRE	_
hoste	hostis	NOM	_
otiosum	otiosus	ADJqua	Neut
fuerat	sum	VER	_
magnam	magnus	ADJqua	Fem
ex	ex	PRE	_
Asia	asia	NOM	_
Cycladibus	cyclades	NOM	_
-que	que	CONcoo	_
insulis	insula	NOM	_
Corcyra	corcyra	NOM	_
Athenis	athenae	NOM	_
Ponto	pontus	NOM	_
Bithynia	bithynia	NOM	_
Syria	syria	NOM	_
Cilicia	cilicia	NOM	_
Phoenice	phoenice	NOM	_
Aegypto	aegyptus	NOM	_
classem	classis	NOM	_
coegerat	cogo	VER	_
magnam	magnus	ADJqua	Fem
omnibus	omnis	PROind	Com
locis	locus	NOM	_
aedificandam	aedifico	VER	Fem
curauerat	curo	VER	_
magnam	magnus	ADJqua	Fem
imperatam	impero	VER	Fem
Asiae	asia	NOM	_
Syriae	syria	NOM	_
regibus	rex	NOM	_
-que	que	CONcoo	_
omnibus	omnis	PROind	Com
et	et	CONcoo	_
dynastis	dynastes	NOM	_
et	et	CONcoo	_
tetrarchis	tetrarches	NOM	_
et	et	CONcoo	_
liberis	liber	ADJqua	Com
Achaiae	achaia	NOM	_
populis	populus	NOM	_
pecuniam	pecunia	NOM	_
exegerat	exigo	VER	_
magnam	magnus	ADJqua	Fem
societates	societas	NOM	_
earum	is	PROdem	Fem
prouinciarum	prouincia	NOM	_
quas	qui	PROrel	Fem
ipse	ipse	PROdem	Masc
obtinebat	obtineo	VER	_
sibi	sui	PROref	_
numerare	numero	VER	_
coegerat	cogo	VER	_

in	in	PRE	_
eo	is	PROdem	MascNeut
proelio	proelium	NOM	_
non	non	ADVneg	_
amplius	ample	ADV	_
ducentos	ducenti	ADJcar	Masc
milites	miles	NOM	_
desiderauit	desidero	VER	_
sed	sed	CONcoo	_
centuriones	centurio	NOM	_
fortes	fortis	ADJqua	MascFem
uiros	uir	NOM	_
circiter	circiter	ADV	_
30	30	ADJcar	_
amisit	amitto	VER	_

reliqua	reliquum	NOM	_
studio	studium	NOM	_
itineris	iter	NOM	_
conficiendi	conficio	VER	MascNeut
quaerere	quaero	VER	_
praetermittit	praetermitto	VER	_
proxima	propior	ADJqua	Neut
-que	que	CONcoo	_
respiciens	respicio	VER	Com
signa	signum	NOM	_
uidetis	uideo	VER	_
-ne	ne	ADVint	_
inquit	inquio	VER	_
milites	miles	NOM	_
captiuorum	captiuus	NOM	_
orationem	oratio	NOM	_
cum	cum	PRE	_
perfugis	perfuga	NOM	_
conuenire	conuenio	VER	_
abesse	absum	VER	_
regem	rex	NOM	_
exiguas	exiguus	ADJqua	Fem
copias	copia	NOM	_
missas	mitto	VER	Fem
quae	qui	PROrel	Fem
paucis	paucus	ADJqua	Com
equitibus	eques	NOM	_
pares	par	ADJqua	MascFem
esse	sum	VER	_
non	non	ADVneg	_
potuerint	possum	VER	_

his	hic	PROdem	Com
auctoribus	auctor	NOM	_
temere	temere	ADV	_
credens	credo	VER	Com
consilium	consilium	NOM	_
commutat	commuto	VER	_
et	et	CONcoo	_
proelio	proelium	NOM	_
rem	res	NOM	_
committere	committo	VER	_
constituit	constituo	VER	_

ibi	ibi	ADV	_
concitatis	concito	VER	Com
Dalmatis	dalmatae	NOM	_
reliquis	reliquus	ADJqua	Com
-que	que	CONcoo	_
barbaris	barbarus	NOM	_
Issam	issa	NOM	_
a	ab	PRE	_
Caesaris	caesar	NOM	_
amicitia	amicitia	NOM	_
auertit	auerto	VER	_

fit	fio	VER	_
celeriter	celeriter	ADV	_
concursus	concursus	NOM	_
in	in	PRE	_
praetorium	praetorium	NOM	_

pecunias	pecunia	NOM	_
quas	qui	PROrel	Fem
in	in	PRE	_
publicum	publicum	NOM	_
Varroni	uarro	NOM	_
ciues	ciuis	NOM	_
Romani	romanus	ADJqua	Masc
polliciti	polliceor	VER	Masc
remittit	remitto	VER	_
bona	bonum	NOM	_
restituit	restituo	VER	_
iis	is	PROdem	Com
quos	qui	PROrel	Masc
liberius	libere	ADV	_
locutos	loquor	VER	Masc
hanc	hic	PROdem	Fem
poenam	poena	NOM	_
tulisse	fero	VER	_
cognouerat	cognosco	VER	_

eandem	idem	PROdem	Fem
nacti	nanciscor	VER	Masc
tempestatem	tempestas	NOM	_
maiore	magnus	ADJqua	Com
cum	cum	PRE	_
fiducia	fiducia	NOM	_
ad	ad	PRE	_
alteram	alter	PROind	Fem
turrim	turris	NOM	_
aggerem	agger	NOM	_
-que	que	CONcoo	_
eruptione	eruptio	NOM	_
pugnauerunt	pugno	VER	_
multum	multus	ADJqua	MascNeut
-que	que	CONcoo	_
ignem	ignis	NOM	_
intulerunt	infero	VER	_

subicitur	subicio	VER	_
etiam	etiam	ADV	_
50	50	NOM	_
Metellus	metellus	NOM	_
tribunus	tribunus	NOM	_
plebis	plebs	NOM	_
ab	ab	PRE	_
inimicis	inimicus	NOM	_
Caesaris	caesar	NOM	_
qui	qui	PROrel	Masc
hanc	hic	PROdem	Fem
rem	res	NOM	_
distrahat	distraho	VER	_
reliquas	reliquus	ADJqua	Fem
-que	que	CONcoo	_
res	res	NOM	_
quascumque	quicumque	PROrel	Fem
agere	ago	VER	_
instituerit	instituo	VER	_
impediat	impedio	VER	_

omnibus	omnis	PROind	Com
interfui	intersum	VER	_
proeliis	proelium	NOM	_
neque	neque	CONcoo	_
temere	temere	ADV	_
incognitam	incognitus	ADJqua	Fem
rem	res	NOM	_
pronuntio	pronuntio	VER	_

in	in	PRE	_
castris	castra	NOM	_
Pompei	pompeius	NOM	_
uidere	uideo	VER	_
licuit	licet	VER	_
trichilas	trichila	NOM	_
structas	struo	VER	Fem
magnum	magnus	ADJqua	MascNeut
argenti	argentum	NOM	_
pondus	pondus	NOM	_
expositum	expono	VER	MascNeut
recentibus	recens	ADJqua	Com
caespitibus	caespes	NOM	_
tabernacula	tabernaculum	NOM	_
constrata	consterno	VER	Neut
Luci	lucius	NOM	_
etiam	etiam	ADV	_
Lentuli	lentulus	NOM	_
et	et	CONcoo	_
nonnullorum	nonnullus	PROind	MascNeut
tabernacula	tabernaculum	NOM	_
protecta	protego	VER	Neut
hedera	hedera	NOM	_
multa	multus	ADJqua	Neut
-que	que	CONcoo	_
praeterea	praeterea	ADV	_
quae	qui	PROrel	Neut
nimiam	nimius	ADJqua	Fem
luxuriem	luxuries	NOM	_
et	et	CONcoo	_
uictoriae	uictoria	NOM	_
fiduciam	fiducia	NOM	_
designarent	designo	VER	_
ut	ut	CONsub	_
facile	facile	ADV	_
existimari	existimo	VER	_
posset	possum	VER	_
nihil	nihil	PROind	_
eos	is	PROdem	Masc
de	de	PRE	_
euentu	euentus	NOM	_
eius	is	PROdem	Com
diei	dies	NOM	_
timuisse	timeo	VER	_
qui	qui	PROrel	Masc
non	non	ADVneg	_
necessarias	necessarius	ADJqua	Fem
conquirerent	conquiro	VER	_
uoluptates	uoluptas	NOM	_

quo	qui	PROrel	MascNeut
facto	facio	VER	MascNeut
duas	duo	ADJcar	Fem
res	res	NOM	_
consecutus	consequor	VER	Masc
quod	quod	CONsub	_
pignore	pignus	NOM	_
animos	animus	NOM	_
centurionum	centurio	NOM	_
deuinxit	deuincio	VER	_
et	et	CONcoo	_
largitione	largitio	NOM	_
militum	miles	NOM	_
uoluntates	uoluntas	NOM	_
redemit	redimo	VER	_

ita	ita	ADV	_
multorum	multus	ADJqua	MascNeut
mensum	mensis	NOM	_
labor	labor	NOM	_
hostium	hostis	NOM	_
perfidia	perfidia	NOM	_
et	et	CONcoo	_
ui	uis	NOM	_
tempestatis	tempestas	NOM	_
puncto	punctum	NOM	_
temporis	tempus	NOM	_
interiit	intereo	VER	_

item	item	ADV	_
praetoribus	praetor	NOM	_
tribunis	tribunus	NOM	_
-que	que	CONcoo	_
plebis	plebs	NOM	_
rogationes	rogatio	NOM	_
ad	ad	PRE	_
populum	populus	NOM	_
ferentibus	fero	VER	Com
nonnullos	nonnullus	PROind	Masc
ambitus	ambitus	NOM	_
Pompeia	pompeius	ADJqua	Fem
lege	lex	NOM	_
damnatos	damno	VER	Masc
illis	ille	PROdem	Com
temporibus	tempus	NOM	_
quibus	qui	PROrel	Com
in	in	PRE	_
urbe	urbs	NOM	_
praesidia	praesidium	NOM	_
legionum	legio	NOM	_
Pompeius	pompeius	NOM	_
habuerat	habeo	VER	_
quae	qui	PROrel	Neut
iudicia	iudicium	NOM	_
aliis	alius	PROind	Com
audientibus	audio	VER	Com
iudicibus	iudex	NOM	_
aliis	alius	PROind	Com
sententiam	sententia	NOM	_
ferentibus	fero	VER	Com
singulis	singulus	ADJdis	Com
diebus	dies	NOM	_
perfecta	perficio	VER	Neut
in	in	PRE	_
integrum	integer	ADJqua	MascNeut
restituit	restituo	VER	_
qui	qui	PROrel	Masc
se	sui	PROref	_
illi	ille	PROdem	Com
initio	initium	NOM	_
ciuilis	ciuilis	ADJqua	Com
belli	bellum	NOM	_
obtulerant	offero	VER	_
si	si	CONsub	_
sua	suus	PROpos.ref	Neut
opera	opus	NOM	_
in	in	PRE	_
bello	bellum	NOM	_
uti	utor	VER	_
uellet	uolo	VER	_
proinde	proinde	ADV	_
aestimans	aestimo	VER	Com
ac	ac	CONsub	_
si	si	CONsub	_
usus	utor	VER	Masc
quoniam	quoniam	CONsub	_
sui	sui	PROref	_
fecissent	facio	VER	_
potestatem	potestas	NOM	_

cuius	qui	PROrel	Com
operis	opus	NOM	_
maxima	magnus	ADJqua	Fem
parte	pars	NOM	_
effecta	efficio	VER	Fem
eodem	idem	PROdem	MascNeut
fere	fere	ADV	_
tempore	tempus	NOM	_
missi	mitto	VER	Masc
ad	ad	PRE	_
Pompeium	pompeius	NOM	_
reuertuntur	reuertor	VER	_

ipsi	ipse	PROdem	Masc
Massilienses	massilienses	NOM	_
et	et	CONcoo	_
celeritate	celeritas	NOM	_
nauium	nauis	NOM	_
et	et	CONcoo	_
scientia	scientia	NOM	_
gubernatorum	gubernator	NOM	_
confisi	confido	VER	Masc
nostros	nostri	PROpos	Masc
eludebant	eludo	VER	_
impetus	impetus	NOM	_
-que	que	CONcoo	_
non	non	ADVneg	_
eorum	is	PROdem	MascNeut
excipiebant	excipio	VER	_
et	et	CONcoo	_
quoad	quoad	ADVrel	_
licebat	liceo	VER	_
latiore	latus	ADJqua	Com
uti	utor	VER	_
spatio	spatium	NOM	_
producta	produco	VER	Fem
longius	longe	ADV	_
acie	acies	NOM	_
circumuenire	circumuenio	VER	_
nostros	nostri	PROpos	Masc
aut	aut	CONcoo	_
pluribus	multus	ADJqua	Com
nauibus	nauis	NOM	_
adoriri	adorior	VER	_
singulas	singulus	ADJdis	Fem
aut	aut	CONcoo	_
remos	remus	NOM	_
transcurrentes	transcurro	VER	MascFem
detergere	detergeo	VER	_
si	si	CONsub	_
possent	possum	VER	_
contendebant	contendo	VER	_

neque	neque	CONcoo	_
sui	suus	PROpos.ref	MascNeut
iudicii	iudicium	NOM	_
neque	neque	CONcoo	_
suarum	suus	PROpos.ref	Fem
esse	sum	VER	_
uirium	uis	NOM	_
discernere	discerno	VER	_
utra	uter	PROint	Fem
pars	pars	NOM	_
iustiorem	iustus	ADJqua	MascFem
habeat	habeo	VER	_
causam	causa	NOM	_

interim	interim	ADV	_
aduentu	aduentus	NOM	_
longarum	longus	ADJqua	Fem
nauium	nauis	NOM	_
Curio	curio	NOM	_
pronuntiari	pronuntio	VER	_
onerariis	onerarius	ADJqua	Com
nauibus	nauis	NOM	_
iubet	iubeo	VER	_
quae	qui	PROrel	Fem
stabant	sto	VER	_
ad	ad	PRE	_
Vticam	utica	NOM	_
numero	numerus	NOM	_
circiter	circiter	ADV	_
200	200	ADJcar	Fem
se	sui	PROref	_
in	in	PRE	_
hostium	hostis	NOM	_
habiturum	habeo	VER	MascNeut
loco	locus	NOM	_
qui	qui	PROrel	Masc
non	non	ADVneg	_
ex	ex	PRE	_
uestigio	uestigium	NOM	_
ad	ad	PRE	_
Castra	castra	NOM	_
Cornelia	cornelius	ADJqua	Neut
naues	nauis	NOM	_
traduxisset	traduco	VER	_

Caesar	caesar	NOM	_
enim	enim	CONcoo	_
aduentare	aduento	VER	_
iam	iam	ADV	_
iam	iam	ADV	_
-que	que	CONcoo	_
et	et	ADV	_
adesse	assum	VER	_
eius	is	PROdem	Com
equites	eques	NOM	_
falso	falso	ADV	_
nuntiabantur	nuntio	VER	_

haec	hic	PROdem	Fem
uincit	uinco	VER	_
in	in	PRE	_
consilio	consilium	NOM	_
sententia	sententia	NOM	_
et	et	CONcoo	_
prima	primus	ADJord	Fem
luce	lux	NOM	_
postridie	postridie	ADV	_
constituunt	constituo	VER	_
proficisci	proficiscor	VER	_

equitatus	equitatus	NOM	_
Caesaris	caesar	NOM	_
quod	quod	CONsub	_
angusto	angustus	ADJqua	MascNeut
itinere	iter	NOM	_
per	per	PRE	_
aggeres	agger	NOM	_
ascendebat	ascendo	VER	_
receptui	receptus	NOM	_
suo	suus	PROpos.ref	MascNeut
timens	timeo	VER	Com
initium	initium	NOM	_
fugae	fuga	NOM	_
faciebat	facio	VER	_

sin	sin	CONsub	_
timore	timor	NOM	_
defugiant	defugio	VER	_
illis	ille	PROdem	Com
se	sui	PROref	_
oneri	onus	NOM	_
non	non	ADVneg	_
futurum	sum	VER	MascNeut
et	et	CONcoo	_
per	per	PRE	_
se	sui	PROref	_
rempublicam	respublica	NOM	_
administraturum	administro	VER	MascNeut

sed	sed	CONcoo	_
tanta	tantus	PROdem	Fem
erat	sum	VER	_
completis	completus	ADJqua	Com
litoribus	litus	NOM	_
contentio	contentio	NOM	_
qui	quis	PROint	Masc
potissimum	potius	ADV	_
ex	ex	PRE	_
magno	magnus	ADJqua	MascNeut
numero	numerus	NOM	_
conscenderent	conscendo	VER	_
ut	ut	CONsub	_
multitudine	multitudo	NOM	_
atque	atque	CONcoo	_
onere	onus	NOM	_
nonnulli	nonnullus	PROind	Masc
deprimerentur	deprimo	VER	_
reliqui	reliqui	NOM	_
hoc	hic	PROdem	MascNeut
timore	timor	NOM	_
propius	prope	ADV	_
adire	adeo	VER	_
tardarentur	tardo	VER	_

erant	sum	VER	_
qui	qui	PROrel	Masc
censerent	censeo	VER	_
de	de	PRE	_
tertia	tertius	ADJord	Fem
uigilia	uigilia	NOM	_
in	in	PRE	_
Castra	castra	NOM	_
Cornelia	cornelius	ADJqua	Neut
recedendum	recedo	VER	MascNeut
ut	ut	CONsub	_
maiore	magnus	ADJqua	Com
spatio	spatium	NOM	_
temporis	tempus	NOM	_
interiecto	intericio	VER	MascNeut
militum	miles	NOM	_
mentes	mens	NOM	_
sanarentur	sano	VER	_
simul	simul	ADV	_
si	si	CONsub	_
quid	quis	PROind	Neut
grauius	grauis	ADJqua	Neut
accidisset	accido	VER	_
magna	magnus	ADJqua	Fem
multitudine	multitudo	NOM	_
nauium	nauis	NOM	_
et	et	CONcoo	_
tutius	tute	ADV	_
et	et	CONcoo	_
facilius	facile	ADV	_
in	in	PRE	_
Siciliam	sicilia	NOM	_
receptus	receptus	NOM	_
daretur	do	VER	_

a	ab	PRE	_
quibus	qui	PROrel	Com
Domitius	domitius	NOM	_
certior	certus	ADJqua	MascFem
factus	facio	VER	Masc
uix	uix	ADV	_
3	3	ADJcar	Fem
horarum	hora	NOM	_
spatio	spatium	NOM	_
antecedens	antecedo	VER	Com
hostium	hostis	NOM	_
beneficio	beneficium	NOM	_
periculum	periculum	NOM	_
uitauit	uito	VER	_
et	et	CONcoo	_
ad	ad	PRE	_
Aeginium	aeginium	NOM	_
quod	qui	PROrel	Neut
est	sum	VER	_
obiectum	obicio	VER	Neut
oppositum	oppositus	ADJqua	Neut
-que	que	CONcoo	_
Thessaliae	thessalia	NOM	_
Caesari	caesar	NOM	_
uenienti	uenio	VER	Com
occurrit	occurro	VER	_

ex	ex	PRE	_
Afranianis	afraniani	NOM	_
interficiuntur	interficio	VER	_
T	titus	NOM	_
Caecilius	caecilius	NOM	_
primipili	primipilus	NOM	_
centurio	centurio	NOM	_
et	et	CONcoo	_
praeter	praeter	PRE	_
eum	is	PROdem	Masc
centuriones	centurio	NOM	_
IIII	quatuor	ADJcar	_
milites	miles	NOM	_
amplius	ample	ADV	_
200	200	ADJcar	Masc

hi	hic	PROdem	Masc
de	de	PRE	_
sua	suus	PROpos.ref	Fem
salute	salus	NOM	_
desperantes	despero	VER	MascFem
ut	ut	ADVrel	_
extremo	exter	ADJqua	MascNeut
uitae	uita	NOM	_
tempore	tempus	NOM	_
homines	homo	NOM	_
facere	facio	VER	_
consuerunt	consuesco	VER	_
aut	aut	CONcoo	_
suam	suus	PROpos.ref	Fem
mortem	mors	NOM	_
miserabantur	miseror	VER	_
aut	aut	CONcoo	_
parentes	parentes	NOM	_
suos	suus	PROpos.ref	Masc
commendabant	commendo	VER	_
si	si	CONsub	_
quos	quis	PROind	Masc
ex	ex	PRE	_
eo	is	PROdem	MascNeut
periculo	periculum	NOM	_
fortuna	fortuna	NOM	_
seruare	seruo	VER	_
potuisset	possum	VER	_

Caesar	caesar	NOM	_
Pompeianis	pompeiani	NOM	_
ex	ex	PRE	_
fuga	fuga	NOM	_
intra	intra	PRE	_
uallum	uallum	NOM	_
conpulsis	compello	VER	Com
nullum	nullus	PROind	MascNeut
spatium	spatium	NOM	_
perterritis	perterreo	VER	Com
dari	do	VER	_
oportere	oportet	VER	_
existimans	existimo	VER	Com
milites	miles	NOM	_
cohortatus	cohortor	VER	Masc
ut	ut	CONsub	_
beneficio	beneficium	NOM	_
fortunae	fortuna	NOM	_
uterentur	utor	VER	_
castra	castra	NOM	_
-que	que	CONcoo	_
oppugnarent	oppugno	VER	_

uno	unus	ADJcar	MascNeut
loco	locus	NOM	_
Volcacius	uolcacius	NOM	_
Tullus	tullus	NOM	_
impetum	impetus	NOM	_
legionis	legio	NOM	_
sustinuit	sustineo	VER	_
cohortibus	cohors	NOM	_
tribus	tres	ADJcar	Com
atque	atque	CONcoo	_
eam	is	PROdem	Fem
loco	locus	NOM	_
depulit	depello	VER	_
altero	alter	PROind	MascNeut
Germani	germani	NOM	_
munitiones	munitio	NOM	_
nostras	noster	PROpos	Fem
egressi	egredior	VER	Masc
compluribus	complures	NOM	_
interfectis	interficio	VER	Com
sese	sui	PROref	_
ad	ad	PRE	_
suos	sui	PROpos.ref	Masc
incolumes	incolumis	ADJqua	MascFem
receperunt	recipio	VER	_

ibi	ibi	ADV	_
certior	certus	ADJqua	MascFem
ab	ab	PRE	_
Acilio	acilius	NOM	_
et	et	CONcoo	_
Murco	murcus	NOM	_
per	per	PRE	_
litteras	littera	NOM	_
factus	facio	VER	Masc
de	de	PRE	_
postulatis	postulatum	NOM	_
Libonis	libo	NOM	_
et	et	CONcoo	_
Bibuli	bibulus	NOM	_
legionem	legio	NOM	_
relinquit	relinquo	VER	_
ipse	ipse	PROdem	Masc
Oricum	oricum	NOM	_
reuertitur	reuertor	VER	_

etiam	etiam	ADV	_
genus	genus	NOM	_
radicis	radix	NOM	_
inuentum	inuenio	VER	Neut
ab	ab	PRE	_
iis	is	PROdem	Com
qui	qui	PROrel	Masc
fuerant	sum	VER	_
ab	ab	PRE	_
alebribus	alebria	NOM	_
quod	qui	PROrel	Neut
appellatur	appello	VER	_
chara	chara	NOM	_
quod	qui	PROrel	Neut
admixtum	admisceo	VER	Neut
lacte	lac	NOM	_
multum	multum	ADV	_
inopiam	inopia	NOM	_
leuabat	leuo	VER	_

nam	nam	CONcoo	_
quae	qui	PROrel	Neut
itinera	iter	NOM	_
ad	ad	PRE	_
Hiberum	iberus	NOM	_
atque	atque	CONcoo	_
Otogesam	otogesa	NOM	_
pertinebant	pertineo	VER	_
castris	castra	NOM	_
hostium	hostis	NOM	_
oppositis	oppono	VER	Com
tenebantur	teneo	VER	_

hoc	hic	PROdem	Neut
idem	idem	PROdem	MascNeut
fit	fio	VER	_
ex	ex	PRE	_
castris	castra	NOM	_
Caesaris	caesar	NOM	_

Pompeianis	pompeiani	NOM	_
magnam	magnus	ADJqua	Fem
res	res	NOM	_
ad	ad	PRE	_
receptum	receptus	NOM	_
difficultatem	difficultas	NOM	_
adferebat	affero	VER	_

adeo	adeo	ADV	_
-que	que	CONcoo	_
erat	sum	VER	_
